ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5021341,M,Y,Y,3,270000,Working,Higher education,Married,House / apartment,-15174,-582,1,0,0,0,,5
5021342,M,Y,Y,3,270000,Working,Higher education,Married,House / apartment,-15174,-582,1,0,0,0,,5
5021343,M,Y,Y,3,270000,Working,Higher education,Married,House / apartment,-15174,-582,1,0,0,0,,5
5021344,M,N,Y,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,-14940,-1644,1,0,0,0,Laborers,2
5021346,F,Y,Y,0,315000,Working,Secondary / secondary special,Civil marriage,House / apartment,-14172,-2131,1,0,0,0,Sales staff,2
5021347,F,N,N,0,67500,Working,Secondary / secondary special,Married,Municipal apartment,-11448,-1066,1,1,1,0,,2
5021348,F,N,N,0,67500,Working,Secondary / secondary special,Married,Municipal apartment,-11448,-1066,1,1,1,0,,2
5021350,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2
5021353,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2
5021355,F,N,Y,2,67500,State servant,Incomplete higher,Married,With parents,-13259,-213,1,0,0,0,Core staff,4
5021358,F,N,Y,2,67500,State servant,Incomplete higher,Married,With parents,-13259,-213,1,0,0,0,Core staff,4
5021360,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2
5021361,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2
5021362,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2
5021365,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18454,-7518,1,0,0,0,Drivers,2
5021366,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18454,-7518,1,0,0,0,Drivers,2
5021367,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18454,-7518,1,0,0,0,Drivers,2
5021368,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18454,-7518,1,0,0,0,Drivers,2
5021371,F,N,Y,0,247500,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,2
5021376,F,N,Y,0,247500,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,2
5021378,F,N,Y,0,247500,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,2
5021382,F,N,Y,1,121500,Working,Higher education,Married,House / apartment,-11007,-762,1,0,0,0,,3
5021385,F,N,Y,1,121500,Working,Higher education,Married,House / apartment,-11007,-762,1,0,0,0,,3
5021392,F,N,Y,1,121500,Working,Higher education,Married,House / apartment,-11007,-762,1,0,0,0,,3
5021397,F,N,Y,0,189000,Pensioner,Incomplete higher,Widow,House / apartment,-21845,365243,1,0,0,0,,1
5021398,F,N,Y,0,189000,Pensioner,Incomplete higher,Widow,House / apartment,-21845,365243,1,0,0,0,,1
5021403,F,N,Y,0,189000,Pensioner,Incomplete higher,Widow,House / apartment,-21845,365243,1,0,0,0,,1
5021404,F,N,Y,0,189000,Pensioner,Incomplete higher,Widow,House / apartment,-21845,365243,1,0,0,0,,1
5021410,F,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2
5021413,F,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2
5021415,F,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2
5021416,F,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2
5021419,F,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2
5021420,F,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2
5021421,F,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2
5021423,F,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2
5021425,F,Y,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,-21982,365243,1,0,1,0,,2
5021434,M,N,Y,1,270000,State servant,Secondary / secondary special,Married,House / apartment,-17110,-370,1,0,0,0,Laborers,3
5021435,M,N,Y,1,270000,State servant,Secondary / secondary special,Married,House / apartment,-17110,-370,1,0,0,0,Laborers,3
5021437,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9547,-1340,1,0,0,0,Drivers,3
5021438,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9547,-1340,1,0,0,0,Drivers,3
5021444,F,N,Y,0,121500,Working,Secondary / secondary special,Married,With parents,-13315,-5204,1,1,1,0,Core staff,2
5021445,F,N,Y,0,121500,Working,Secondary / secondary special,Married,With parents,-13315,-5204,1,1,1,0,Core staff,2
5021446,F,N,Y,0,121500,Working,Secondary / secondary special,Married,With parents,-13315,-5204,1,1,1,0,Core staff,2
5021448,F,N,Y,0,196650,Commercial associate,Secondary / secondary special,Married,House / apartment,-21415,-2744,1,0,0,0,Cleaning staff,2
5021451,F,N,Y,0,202500,Pensioner,Higher education,Married,House / apartment,-21148,365243,1,0,1,0,,2
5021452,F,N,Y,0,202500,Pensioner,Higher education,Married,House / apartment,-21148,365243,1,0,1,0,,2
5021454,F,N,Y,0,202500,Pensioner,Higher education,Married,House / apartment,-21148,365243,1,0,1,0,,2
5021455,F,N,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,-19040,-1070,1,1,1,0,Sales staff,2
5021456,F,N,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,-19040,-1070,1,1,1,0,Sales staff,2
5021458,F,Y,N,1,225000,Working,Higher education,Civil marriage,House / apartment,-11501,-735,1,0,0,0,Core staff,3
5021459,F,Y,N,1,225000,Working,Higher education,Civil marriage,House / apartment,-11501,-735,1,0,0,0,Core staff,3
5021460,F,Y,N,1,225000,Working,Higher education,Civil marriage,House / apartment,-11501,-735,1,0,0,0,Core staff,3
5021461,F,Y,N,1,225000,Working,Higher education,Civil marriage,House / apartment,-11501,-735,1,0,0,0,Core staff,3
5021462,F,Y,N,1,225000,Working,Higher education,Civil marriage,House / apartment,-11501,-735,1,0,0,0,Core staff,3
5021463,F,Y,N,1,225000,Working,Higher education,Civil marriage,House / apartment,-11501,-735,1,0,0,0,Core staff,3
5021464,F,Y,Y,1,166500,Working,Higher education,Married,House / apartment,-11782,-705,1,0,0,0,Core staff,3
5021465,F,Y,Y,1,166500,Working,Higher education,Married,House / apartment,-11782,-705,1,0,0,0,Core staff,3
5021466,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-8378,-370,1,0,0,0,Core staff,2
5021471,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-20407,365243,1,0,1,0,,2
5021472,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-20407,365243,1,0,1,0,,2
5021474,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10450,-1218,1,0,1,1,Laborers,3
5021476,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2
5021478,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2
5021480,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2
5021481,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2
5021483,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2
5021486,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10450,-1218,1,0,1,1,Laborers,3
5021487,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-10665,-1493,1,0,0,0,Laborers,2
5021488,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-10665,-1493,1,0,0,0,Laborers,2
5021489,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-10665,-1493,1,0,0,0,Laborers,2
5021491,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-10682,-609,1,0,1,0,Sales staff,1
5021493,F,N,Y,1,157500,Working,Secondary / secondary special,Married,Municipal apartment,-15760,-1858,1,0,0,0,Sales staff,3
5021494,F,N,Y,1,157500,Working,Secondary / secondary special,Married,Municipal apartment,-15760,-1858,1,0,0,0,Sales staff,3
5021497,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-15096,-2862,1,0,0,0,,3
5021504,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-20958,365243,1,0,0,0,,2
5021507,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-20958,365243,1,0,0,0,,2
5021510,F,N,Y,0,144000,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2
5021514,F,N,Y,0,144000,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2
5021515,F,N,Y,0,144000,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2
5021516,F,N,Y,0,144000,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2
5021519,F,N,Y,0,144000,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2
5021526,F,N,N,0,202500,Working,Higher education,Married,House / apartment,-19271,-4839,1,0,0,1,Core staff,2
5021532,F,N,Y,0,112500,Pensioner,Higher education,Widow,House / apartment,-22231,365243,1,0,0,0,,1
5021533,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,With parents,-12807,-2404,1,0,0,0,Laborers,2
5021534,M,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-22917,365243,1,0,0,0,,2
5021537,M,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-22917,365243,1,0,0,0,,2
5021541,F,Y,N,1,306000,Working,Higher education,Married,House / apartment,-9310,-1678,1,0,0,0,,3
5021542,F,Y,N,1,306000,Working,Higher education,Married,House / apartment,-9310,-1678,1,0,0,0,,3
5021544,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2
5021545,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2
5021546,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2
5021547,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2
5021548,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2
5021550,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2
5021551,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2
5021554,M,Y,Y,1,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11843,-429,1,0,0,0,Drivers,2
5021558,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-18188,-578,1,0,0,0,Drivers,2
5021560,M,Y,Y,0,360000,Working,Incomplete higher,Married,House / apartment,-9906,-122,1,1,1,0,Sales staff,2
5021561,M,Y,Y,0,360000,Working,Incomplete higher,Married,House / apartment,-9906,-122,1,1,1,0,Sales staff,2
5021564,M,Y,Y,0,360000,Working,Incomplete higher,Married,House / apartment,-9906,-122,1,1,1,0,Sales staff,2
5021565,M,Y,Y,0,360000,Working,Incomplete higher,Married,House / apartment,-9906,-122,1,1,1,0,Sales staff,2
5021566,F,N,N,0,76500,Working,Secondary / secondary special,Married,House / apartment,-15097,-5027,1,0,0,0,,2
5021569,F,N,Y,2,126000,Working,Higher education,Married,House / apartment,-12428,-4900,1,0,1,1,High skill tech staff,4
5021571,F,N,Y,2,126000,Working,Higher education,Married,House / apartment,-12428,-4900,1,0,1,1,High skill tech staff,4
5021573,M,N,N,0,270000,State servant,Incomplete higher,Married,House / apartment,-9787,-1674,1,0,0,0,,2
5021578,M,N,N,0,270000,State servant,Incomplete higher,Married,House / apartment,-9787,-1674,1,0,0,0,,2
5021579,M,N,N,0,270000,State servant,Incomplete higher,Married,House / apartment,-9787,-1674,1,0,0,0,,2
5021580,M,N,N,0,270000,State servant,Incomplete higher,Married,House / apartment,-9787,-1674,1,0,0,0,,2
5021583,F,N,N,1,40500,State servant,Secondary / secondary special,Married,Rented apartment,-13052,-1952,1,0,0,0,Cooking staff,3
5021584,F,N,N,1,40500,State servant,Secondary / secondary special,Married,Rented apartment,-13052,-1952,1,0,0,0,Cooking staff,3
5021585,F,N,N,1,40500,State servant,Secondary / secondary special,Married,Rented apartment,-13052,-1952,1,0,0,0,Cooking staff,3
5021586,F,Y,Y,0,247500,Working,Incomplete higher,Separated,House / apartment,-19672,-1375,1,1,0,0,Accountants,1
5021587,F,Y,Y,0,247500,Working,Incomplete higher,Separated,House / apartment,-19672,-1375,1,1,0,0,Accountants,1
5021594,M,Y,Y,1,306000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19201,-1309,1,0,1,0,Managers,3
5021595,M,Y,Y,1,306000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19201,-1309,1,0,1,0,Managers,3
5021603,F,N,Y,0,225000,State servant,Higher education,Married,House / apartment,-19309,-2435,1,0,1,0,,2
5021604,F,N,Y,0,225000,State servant,Higher education,Married,House / apartment,-19309,-2435,1,0,1,0,,2
5021607,F,N,Y,0,225000,State servant,Higher education,Married,House / apartment,-19309,-2435,1,0,1,0,,2
5021610,F,Y,Y,0,360000,Pensioner,Higher education,Married,House / apartment,-21269,365243,1,0,1,0,,2
5021611,F,Y,Y,0,360000,Pensioner,Higher education,Married,House / apartment,-21269,365243,1,0,1,0,,2
5021612,F,Y,Y,0,360000,Pensioner,Higher education,Married,House / apartment,-21269,365243,1,0,1,0,,2
5021614,M,Y,Y,1,189000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16893,-1521,1,0,0,0,Sales staff,3
5021617,F,N,Y,0,99000,Working,Secondary / secondary special,Civil marriage,House / apartment,-15250,-517,1,0,0,0,Cooking staff,2
5021620,F,Y,Y,3,126000,Working,Higher education,Married,House / apartment,-15003,-122,1,0,0,0,Managers,5
5021622,F,Y,Y,3,126000,Working,Higher education,Married,House / apartment,-15003,-122,1,0,0,0,Managers,5
5021624,F,Y,Y,3,126000,Working,Higher education,Married,House / apartment,-15003,-122,1,0,0,0,Managers,5
5021627,F,Y,Y,0,225000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21918,365243,1,0,0,1,,1
5021628,F,Y,Y,0,225000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21918,365243,1,0,0,1,,1
5021629,F,Y,Y,0,225000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21918,365243,1,0,0,1,,1
5021630,M,N,Y,0,157500,Working,Higher education,Married,House / apartment,-11701,-3262,1,0,0,0,,2
5021633,M,N,Y,0,157500,Working,Higher education,Married,House / apartment,-11701,-3262,1,0,0,0,,2
5021634,M,N,Y,0,157500,Working,Higher education,Married,House / apartment,-11701,-3262,1,0,0,0,,2
5021637,M,N,Y,0,157500,Working,Higher education,Married,House / apartment,-11701,-3262,1,0,0,0,,2
5021639,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-21456,-425,1,0,0,0,Medicine staff,2
5021640,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-21456,-425,1,0,0,0,Medicine staff,2
5021641,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-21456,-425,1,0,0,0,Medicine staff,2
5021642,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-21456,-425,1,0,0,0,Medicine staff,2
5021643,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-13367,365243,1,0,1,0,,2
5021644,F,Y,Y,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,-22831,365243,1,0,0,0,,2
5021646,F,N,Y,0,292500,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2
5021650,F,N,Y,0,292500,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2
5021651,F,N,Y,0,292500,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2
5021658,M,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3
5021660,M,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3
5021662,M,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3
5021663,M,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3
5021664,M,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3
5021665,M,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3
5021671,M,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3
5021673,M,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3
5021674,M,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3
5021676,M,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3
5021678,M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745,-3653,1,0,0,0,Cleaning staff,1
5021679,M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745,-3653,1,0,0,0,Cleaning staff,1
5021680,M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745,-3653,1,0,0,0,Cleaning staff,1
5021682,M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745,-3653,1,0,0,0,Cleaning staff,1
5021683,M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745,-3653,1,0,0,0,Cleaning staff,1
5021684,M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745,-3653,1,0,0,0,Cleaning staff,1
5021688,M,Y,Y,1,225000,Working,Incomplete higher,Married,House / apartment,-13205,-248,1,0,0,0,Managers,3
5021691,M,Y,Y,1,225000,Working,Incomplete higher,Married,House / apartment,-13205,-248,1,0,0,0,Managers,3
5021695,M,Y,Y,2,337500,Working,Incomplete higher,Married,House / apartment,-12418,-1678,1,0,1,0,Laborers,4
5021699,F,N,Y,1,180000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18520,-2101,1,0,1,1,Core staff,2
5021700,F,N,Y,1,180000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18520,-2101,1,0,1,1,Core staff,2
5021704,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-15174,-3292,1,1,0,0,Sales staff,3
5021707,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-15174,-3292,1,1,0,0,Sales staff,3
5021708,F,N,Y,2,202500,Working,Lower secondary,Married,House / apartment,-13483,-5204,1,0,0,1,Laborers,4
5021713,F,N,Y,1,243000,Working,Higher education,Married,House / apartment,-14295,-5966,1,0,0,1,Core staff,3
5021717,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17039,-2986,1,0,1,0,Sales staff,2
5021721,F,Y,Y,1,630000,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,,3
5021722,F,Y,Y,1,630000,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,,3
5021723,F,Y,Y,1,630000,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,,3
5021725,F,Y,Y,1,630000,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,,3
5021727,F,Y,Y,1,630000,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,,3
5021730,F,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16971,-1375,1,0,0,1,Cleaning staff,3
5021732,F,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16971,-1375,1,0,0,1,Cleaning staff,3
5021733,F,N,Y,0,135000,Commercial associate,Higher education,Widow,House / apartment,-13471,-1797,1,0,0,0,Sales staff,1
5021739,F,N,Y,0,189000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20858,365243,1,0,0,0,,1
5021740,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3
5021742,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3
5021746,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3
5021753,F,N,Y,0,171000,Working,Incomplete higher,Married,House / apartment,-11052,-609,1,0,0,0,High skill tech staff,2
5021754,F,N,Y,0,171000,Working,Incomplete higher,Married,House / apartment,-11052,-609,1,0,0,0,High skill tech staff,2
5021756,F,Y,Y,0,432000,Commercial associate,Incomplete higher,Married,House / apartment,-12719,-1218,1,0,1,1,Managers,2
5021763,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,With parents,-16978,-821,1,0,0,0,,2
5021768,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,With parents,-16978,-821,1,0,0,0,,2
5021769,F,N,Y,1,67500,Working,Higher education,Married,House / apartment,-12774,-517,1,0,0,0,High skill tech staff,3
5021772,F,N,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2
5021774,F,N,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2
5021775,F,N,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2
5021776,F,N,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2
5021777,F,N,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2
5021779,F,N,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2
5021780,F,N,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2
5021781,F,N,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2
5021782,F,N,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2
5021783,F,N,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2
5021788,F,Y,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,-15021,-6879,1,0,0,0,High skill tech staff,4
5021790,F,Y,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,-15021,-6879,1,0,0,0,High skill tech staff,4
5021791,F,Y,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,-15021,-6879,1,0,0,0,High skill tech staff,4
5021792,F,Y,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,-15021,-6879,1,0,0,0,High skill tech staff,4
5021796,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12325,-187,1,0,0,0,Core staff,2
5021797,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12325,-187,1,0,0,0,Core staff,2
5021799,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12325,-187,1,0,0,0,Core staff,2
5021800,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12325,-187,1,0,0,0,Core staff,2
5021809,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-18545,-425,1,0,0,0,Laborers,2
5021810,F,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,-11454,-1678,1,0,1,1,Cooking staff,3
5021814,F,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,-11454,-1678,1,0,1,1,Cooking staff,3
5021815,F,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,-11454,-1678,1,0,1,1,Cooking staff,3
5021816,F,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,-11454,-1678,1,0,1,1,Cooking staff,3
5021818,F,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,-11454,-1678,1,0,1,1,Cooking staff,3
5021819,F,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,-11454,-1678,1,0,1,1,Cooking staff,3
5021822,F,N,Y,0,162000,Working,Higher education,Married,House / apartment,-17383,-4692,1,0,0,0,Medicine staff,2
5021826,M,N,Y,0,270000,Commercial associate,Higher education,Married,House / apartment,-15532,-1587,1,0,0,0,High skill tech staff,2
5021827,F,N,Y,0,166500,Working,Incomplete higher,Married,House / apartment,-13156,-1917,1,0,0,0,Laborers,2
5021829,F,N,Y,0,166500,Working,Incomplete higher,Married,House / apartment,-13156,-1917,1,0,0,0,Laborers,2
5021830,F,N,Y,0,166500,Working,Incomplete higher,Married,House / apartment,-13156,-1917,1,0,0,0,Laborers,2
5021831,F,N,Y,0,166500,Working,Incomplete higher,Married,House / apartment,-13156,-1917,1,0,0,0,Laborers,2
5021832,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11938,-2162,1,0,0,0,Accountants,3
5021834,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11938,-2162,1,0,0,0,Accountants,3
5021835,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11938,-2162,1,0,0,0,Accountants,3
5021837,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11938,-2162,1,0,0,0,Accountants,3
5021839,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-20359,365243,1,0,0,1,,2
5021840,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-20359,365243,1,0,0,1,,2
5021841,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-20359,365243,1,0,0,1,,2
5021842,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-20359,365243,1,0,0,1,,2
