ID,MONTHS_BALANCE,STATUS
5021620,-2,C
5021620,-3,C
5021620,-4,C
5021620,-5,C
5021622,0,C
5021622,-1,C
5021622,-2,C
5021622,-3,C
5021622,-4,C
5021622,-5,0
5021624,0,C
5021624,-1,C
5021624,-2,C
5021624,-3,C
5021624,-4,C
5021624,-5,C
5021627,0,C
5021627,-1,C
5021627,-2,C
5021627,-3,C
5021627,-4,C
5021627,-5,C
5021628,0,C
5021628,-1,C
5021628,-2,C
5021628,-3,C
5021628,-4,C
5021628,-5,C
5021629,0,X
5021629,-1,X
5021629,-2,X
5021629,-3,X
5021629,-4,X
5021629,-5,X
5021630,0,C
5021630,-1,C
5021630,-2,C
5021630,-3,C
5021630,-4,C
5021630,-5,C
5021633,0,C
5021633,-1,C
5021633,-2,C
5021633,-3,C
5021633,-4,C
5021633,-5,C
5021634,0,C
5021634,-1,0
5021634,-2,0
5021634,-3,0
5021634,-4,0
5021634,-5,0
5021637,0,0
5021637,-1,0
5021637,-2,0
5021637,-3,0
5021637,-4,0
5021637,-5,0
5021639,0,0
5021639,-1,0
5021639,-2,0
5021639,-3,0
5021639,-4,0
5021639,-5,0
5021640,0,0
5021640,-1,0
5021640,-2,0
5021640,-3,0
5021640,-4,0
5021640,-5,1
5021641,0,0
5021641,-1,0
5021641,-2,0
5021641,-3,0
5021641,-4,0
5021641,-5,0
5021642,0,C
5021642,-1,C
5021642,-2,0
5021642,-3,0
5021642,-4,0
5021642,-5,0
5021643,0,C
5021643,-1,C
5021643,-2,C
5021643,-3,C
5021643,-4,C
5021643,-5,C
5021644,0,C
5021644,-1,C
5021644,-2,C
5021644,-3,C
5021644,-4,0
5021644,-5,0
5021646,0,1
5021646,-1,1
5021646,-2,0
5021646,-3,1
5021646,-4,0
5021646,-5,X
5021650,0,C
5021650,-1,C
5021650,-2,C
5021650,-3,C
5021650,-4,C
5021650,-5,C
5021651,0,X
5021651,-1,0
5021651,-2,0
5021651,-3,0
5021651,-4,0
5021651,-5,0
5021658,0,X
5021658,-1,X
5021658,-2,X
5021658,-3,X
5021658,-4,X
5021658,-5,X
5021660,0,X
5021660,-1,X
5021660,-2,X
5021660,-3,X
5021660,-4,X
5021660,-5,X
5021662,0,C
5021662,-1,C
5021662,-2,C
5021662,-3,C
5021662,-4,C
5021662,-5,0
5021663,0,0
5021663,-1,0
5021663,-2,0
5021663,-3,0
5021663,-4,0
5021663,-5,0
5021664,0,0
5021664,-1,0
5021664,-2,0
5021664,-3,0
5021664,-4,0
5021664,-5,0
5021665,0,0
5021665,-1,0
5021665,-2,0
5021665,-3,0
5021665,-4,0
5021665,-5,0
5021671,0,0
5021671,-1,0
5021671,-2,0
5021671,-3,0
5021671,-4,0
5021671,-5,0
5021673,0,0
5021673,-1,0
5021673,-2,0
5021673,-3,0
5021673,-4,0
5021673,-5,0
5021674,0,C
5021674,-1,C
5021674,-2,C
5021674,-3,C
5021674,-4,C
5021674,-5,C
5021676,0,0
5021676,-1,0
5021676,-2,0
5021676,-3,0
5021676,-4,0
5021676,-5,0
5021678,0,X
5021678,-1,X
5021678,-2,X
5021678,-3,X
5021678,-4,X
5021678,-5,X
5021679,0,0
5021679,-1,0
5021679,-2,0
5021679,-3,0
5021679,-4,0
5021679,-5,0
5021680,0,C
5021680,-1,C
5021680,-2,C
5021680,-3,C
5021680,-4,C
5021680,-5,C
5021682,0,C
5021682,-1,C
5021682,-2,C
5021682,-3,C
5021682,-4,C
5021682,-5,C
5021683,0,C
5021683,-1,C
5021683,-2,C
5021683,-3,C
5021683,-4,C
5021683,-5,C
5021684,0,C
5021684,-1,C
5021684,-2,C
5021684,-3,C
5021684,-4,C
5021684,-5,C
5021688,0,C
5021688,-1,C
5021688,-2,C
5021688,-3,C
5021688,-4,C
5021688,-5,C
5021691,0,C
5021691,-1,C
5021691,-2,C
5021691,-3,C
5021691,-4,C
5021691,-5,C
5021695,0,C
5021695,-1,C
5021695,-2,C
5021695,-3,C
5021695,-4,C
5021695,-5,C
5021699,0,0
5021699,-1,X
5021699,-2,0
5021699,-3,X
5021699,-4,0
5021699,-5,0
5021700,0,X
5021700,-1,X
5021700,-2,X
5021700,-3,X
5021700,-4,X
5021700,-5,X
5021704,0,X
5021704,-1,X
5021704,-2,X
5021704,-3,0
5021704,-4,0
5021704,-5,0
5021707,0,X
5021707,-1,X
5021707,-2,0
5021707,-3,0
5021707,-4,0
5021707,-5,0
5021708,0,X
5021708,-1,X
5021708,-2,X
5021708,-3,X
5021708,-4,X
5021708,-5,X
5021713,0,X
5021713,-1,0
5021713,-2,0
5021713,-3,0
5021713,-4,0
5021713,-5,X
5021717,0,C
5021717,-1,C
5021717,-2,C
5021717,-3,C
5021717,-4,C
5021717,-5,C
5021721,0,X
5021721,-1,X
5021721,-2,X
5021721,-3,X
5021721,-4,X
5021721,-5,X
5021722,0,C
5021722,-1,C
5021722,-2,C
5021722,-3,C
5021722,-4,C
5021722,-5,C
5021723,0,X
5021723,-1,X
5021723,-2,X
5021723,-3,X
5021723,-4,X
5021723,-5,X
5021725,0,C
5021725,-1,C
5021725,-2,C
5021725,-3,C
5021725,-4,C
5021725,-5,C
5021727,0,0
5021727,-1,0
5021727,-2,0
5021727,-3,0
5021727,-4,1
5021727,-5,0
5021730,0,C
5021730,-1,C
5021730,-2,C
5021730,-3,C
5021730,-4,C
5021730,-5,C
5021732,0,0
5021732,-1,0
5021732,-2,0
5021732,-3,0
5021732,-4,0
5021732,-5,0
5021733,0,C
5021733,-1,C
5021733,-2,C
5021733,-3,C
5021733,-4,0
5021733,-5,0
5021739,0,X
5021739,-1,X
5021739,-2,X
5021739,-3,X
5021739,-4,X
5021739,-5,X
5021740,0,C
5021740,-1,C
5021740,-2,C
5021740,-3,C
5021740,-4,C
5021740,-5,C
5021742,0,X
5021742,-1,0
5021742,-2,0
5021742,-3,0
5021742,-4,0
5021742,-5,X
5021746,0,0
5021746,-1,0
5021746,-2,0
5021746,-3,0
5021746,-4,0
5021746,-5,0
5021753,0,0
5021753,-1,0
5021753,-2,0
5021753,-3,0
5021753,-4,0
5021753,-5,0
5021754,0,0
5021754,-1,0
5021754,-2,0
5021754,-3,0
5021754,-4,0
5021754,-5,0
5021756,0,X
5021756,-1,X
5021756,-2,X
5021756,-3,X
5021756,-4,X
5021756,-5,X
5021763,0,X
5021763,-1,0
5021763,-2,X
5021763,-3,0
5021763,-4,X
5021763,-5,0
5021768,0,0
5021768,-1,0
5021768,-2,0
5021768,-3,0
5021768,-4,0
5021768,-5,0
5021769,0,C
5021769,-1,C
5021769,-2,C
5021769,-3,C
5021769,-4,C
5021769,-5,C
5021772,0,C
5021772,-1,C
5021772,-2,C
5021772,-3,C
5021772,-4,C
5021772,-5,C
5021774,0,C
5021774,-1,C
5021774,-2,C
5021774,-3,C
5021774,-4,C
5021774,-5,C
5021775,0,C
5021775,-1,C
5021775,-2,C
5021775,-3,C
5021775,-4,C
5021775,-5,C
5021776,0,C
5021776,-1,C
5021776,-2,C
5021776,-3,C
5021776,-4,C
5021776,-5,C
5021777,0,C
5021777,-1,C
5021777,-2,C
5021777,-3,C
5021777,-4,C
5021777,-5,C
5021779,0,0
5021779,-1,0
5021779,-2,0
5021779,-3,0
5021779,-4,0
5021779,-5,0
5021780,0,X
5021780,-1,X
5021780,-2,X
5021780,-3,X
5021780,-4,X
5021780,-5,X
5021781,0,C
5021781,-1,C
5021781,-2,C
5021781,-3,C
5021781,-4,C
5021781,-5,C
5021782,0,C
5021782,-1,C
5021782,-2,C
5021782,-3,C
5021782,-4,C
5021782,-5,C
5021783,0,C
5021783,-1,C
5021783,-2,C
5021783,-3,C
5021783,-4,C
5021783,-5,C
5021788,0,X
5021788,-1,X
5021788,-2,X
5021788,-3,X
5021788,-4,X
5021788,-5,0
5021790,0,0
5021790,-1,0
5021790,-2,0
5021790,-3,0
5021790,-4,0
5021790,-5,0
5021791,0,X
5021791,-1,X
5021791,-2,X
5021791,-3,0
5021791,-4,0
5021791,-5,X
5021792,0,0
5021792,-1,0
5021792,-2,0
5021792,-3,0
5021792,-4,0
5021792,-5,0
5021796,0,C
5021796,-1,C
5021796,-2,C
5021796,-3,C
5021796,-4,C
5021796,-5,C
5021797,0,C
5021797,-1,C
5021797,-2,C
5021797,-3,C
5021797,-4,C
5021797,-5,C
5021799,0,C
5021799,-1,C
5021799,-2,C
5021799,-3,C
5021799,-4,C
5021799,-5,C
5021800,0,0
5021800,-1,0
5021800,-2,0
5021800,-3,0
5021800,-4,0
5021800,-5,0
5021809,0,0
5021809,-1,0
5021809,-2,0
5021809,-3,0
5021809,-4,0
5021809,-5,0
5021810,0,C
5021810,-1,C
5021810,-2,C
5021810,-3,C
5021810,-4,C
5021810,-5,C
5021814,0,C
5021814,-1,C
5021814,-2,C
5021814,-3,C
5021814,-4,C
5021814,-5,C
5021815,0,0
5021815,-1,0
5021815,-2,0
5021815,-3,0
5021815,-4,0
5021815,-5,0
5021816,0,0
5021816,-1,0
5021816,-2,0
5021816,-3,0
5021816,-4,0
5021816,-5,0
5021818,0,X
5021818,-1,X
5021818,-2,X
5021818,-3,X
5021818,-4,X
5021818,-5,X
5021819,0,0
5021819,-1,0
5021819,-2,0
5021819,-3,0
5021819,-4,0
5021819,-5,0
5021822,0,0
5021822,-1,0
5021822,-2,0
5021822,-3,0
5021822,-4,0
5021822,-5,0
5021826,0,C
5021826,-1,C
5021826,-2,C
5021826,-3,X
5021826,-4,X
5021826,-5,X
5021827,0,C
5021827,-1,C
5021827,-2,C
5021827,-3,C
5021827,-4,C
5021827,-5,C
5021829,0,C
5021829,-1,C
5021829,-2,C
5021829,-3,C
5021829,-4,C
5021829,-5,C
5021830,0,C
5021830,-1,C
5021830,-2,C
5021830,-3,C
5021830,-4,C
5021830,-5,C
5021831,0,C
5021831,-1,C
5021831,-2,C
5021831,-3,C
5021831,-4,C
5021831,-5,C
5021832,0,X
5021832,-1,X
5021832,-2,X
5021832,-3,X
5021832,-4,X
5021832,-5,X
5021834,0,X
5021834,-1,X
5021834,-2,X
5021834,-3,X
5021834,-4,X
5021834,-5,X
5021835,0,0
5021835,-1,0
5021835,-2,0
5021835,-3,0
5021835,-4,0
5021835,-5,0
5021837,0,0
5021837,-1,0
5021837,-2,0
5021837,-3,0
5021837,-4,0
5021837,-5,0
5021839,0,C
5021839,-1,C
5021839,-2,C
5021839,-3,C
5021839,-4,C
5021839,-5,C
5021840,0,C
5021840,-1,C
5021840,-2,C
5021840,-3,C
5021840,-4,C
5021840,-5,C
5021841,0,C
5021841,-1,C
5021841,-2,C
5021841,-3,C
5021841,-4,C
5021841,-5,0
5021842,0,C
5021842,-1,C
5021842,-2,C
5021842,-3,C
5021842,-4,C
5021842,-5,C
5021845,0,0
5021845,-1,0
5021845,-2,0
5021845,-3,0
5021845,-4,0
5021845,-5,0
5021854,0,X
5021854,-1,0
5021854,-2,1
5021854,-3,1
5021854,-4,0
5021854,-5,0
5021855,0,C
5021855,-1,C
5021855,-2,C
5021855,-3,C
5021855,-4,C
5021855,-5,C
5021858,0,C
5021858,-1,C
5021858,-2,C
5021858,-3,C
5021858,-4,C
5021858,-5,C
5021861,0,C
5021861,-1,C
5021861,-2,C
5021861,-3,C
5021861,-4,C
5021861,-5,C
5021865,0,C
5021865,-1,C
5021865,-2,C
5021865,-3,C
5021865,-4,C
5021865,-5,C
5021867,0,0
5021867,-1,X
5021867,-2,X
5021867,-3,X
5021867,-4,X
5021867,-5,X
5021868,0,C
5021868,-1,C
5021868,-2,C
5021868,-3,C
5021868,-4,C
5021868,-5,C
5021869,0,C
5021869,-1,C
5021869,-2,C
5021869,-3,C
5021869,-4,C
5021869,-5,C
5021870,0,C
5021870,-1,C
5021870,-2,C
5021870,-3,C
5021870,-4,C
5021870,-5,C
5021871,0,C
5021871,-1,C
5021871,-2,C
5021871,-3,C
5021871,-4,C
5021871,-5,C
5021874,0,C
5021874,-1,C
5021874,-2,C
5021874,-3,C
5021874,-4,C
5021874,-5,C
5021878,0,C
5021878,-1,C
5021878,-2,C
5021878,-3,C
5021878,-4,C
5021878,-5,C
5021883,0,0
5021883,-1,0
5021883,-2,0
5021883,-3,0
5021883,-4,X
5021883,-5,X
5021884,0,0
5021884,-1,0
5021884,-2,0
5021884,-3,0
5021884,-4,0
5021884,-5,0
5021887,0,0
5021887,-1,0
5021887,-2,0
5021887,-3,0
5021887,-4,X
5021887,-5,X
5021888,0,X
5021888,-1,0
5021888,-2,0
5021888,-3,0
5021888,-4,0
5021888,-5,0
5021889,0,0
5021889,-1,0
5021889,-2,0
5021889,-3,0
5021889,-4,0
5021889,-5,0
5021891,0,0
5021891,-1,0
5021891,-2,X
5021891,-3,0
5021891,-4,0
5021891,-5,0
5021898,0,X
5021898,-1,X
5021898,-2,X
5021898,-3,X
5021898,-4,X
5021898,-5,X
5021899,0,C
5021899,-1,C
5021899,-2,C
5021899,-3,C
5021899,-4,C
5021899,-5,C
5021900,0,C
5021900,-1,C
5021900,-2,C
5021900,-3,C
5021900,-4,C
5021900,-5,C
5021901,0,C
5021901,-1,C
5021901,-2,C
5021901,-3,C
5021901,-4,C
5021901,-5,C
5021902,0,C
5021902,-1,C
5021902,-2,C
5021902,-3,C
5021902,-4,C
5021902,-5,C
5021903,0,C
5021903,-1,C
5021903,-2,C
5021903,-3,C
5021903,-4,C
5021903,-5,C
5021906,0,C
5021906,-1,C
5021906,-2,C
5021906,-3,C
5021906,-4,C
5021906,-5,C
5021907,0,C
5021907,-1,C
5021907,-2,C
5021907,-3,C
5021907,-4,C
5021907,-5,C
5021909,0,C
5021909,-1,C
5021909,-2,C
5021909,-3,C
5021909,-4,C
5021909,-5,C
5021910,0,C
5021910,-1,C
5021910,-2,C
5021910,-3,C
5021910,-4,C
5021910,-5,C
5021912,0,C
5021912,-1,C
5021912,-2,C
5021912,-3,C
5021912,-4,C
5021912,-5,C
5021917,0,X
5021917,-1,0
5021917,-2,0
5021917,-3,0
5021917,-4,1
5021917,-5,1
5021919,0,C
5021919,-1,C
5021919,-2,C
5021919,-3,C
5021919,-4,C
5021919,-5,C
5021920,0,C
5021920,-1,C
5021920,-2,C
5021920,-3,C
5021920,-4,C
5021920,-5,C
5021922,0,0
5021922,-1,0
5021922,-2,0
5021922,-3,0
5021922,-4,0
5021922,-5,0
5021926,0,C
5021926,-1,C
5021926,-2,0
5021926,-3,0
5021926,-4,0
5021926,-5,0
5021929,0,C
5021929,-1,C
5021929,-2,C
5021929,-3,C
5021929,-4,C
5021929,-5,C
5021933,0,X
5021933,-1,X
5021933,-2,X
5021933,-3,X
5021933,-4,X
5021933,-5,X
5021935,0,C
5021935,-1,C
5021935,-2,C
5021935,-3,C
5021935,-4,C
5021935,-5,C
5021936,0,C
5021936,-1,C
5021936,-2,0
5021936,-3,0
5021936,-4,0
5021936,-5,X
5021937,0,C
5021937,-1,C
5021937,-2,C
5021937,-3,C
5021937,-4,C
5021937,-5,C
5021940,0,C
5021940,-1,C
5021940,-2,C
5021940,-3,C
5021940,-4,C
5021940,-5,C
5021942,0,X
5021942,-1,X
5021942,-2,X
5021942,-3,X
5021942,-4,0
5021942,-5,0
5021943,0,C
5021943,-1,C
5021943,-2,C
5021943,-3,C
5021943,-4,C
5021943,-5,C
5021944,0,0
5021944,-1,0
5021944,-2,0
5021944,-3,0
5021944,-4,0
5021944,-5,0
5021945,0,0
5021945,-1,X
5021945,-2,X
5021945,-3,X
5021945,-4,X
5021945,-5,X
5021946,0,0
5021946,-1,0
5021946,-2,0
5021946,-3,0
5021946,-4,0
5021946,-5,0
5021947,0,0
5021947,-1,0
5021947,-2,0
5021947,-3,0
5021947,-4,0
5021947,-5,0
5021949,0,0
5021949,-1,0
5021949,-2,0
5021949,-3,0
5021949,-4,0
5021949,-5,0
5021950,0,X
5021950,-1,0
5021950,-2,0
5021950,-3,0
5021950,-4,0
5021950,-5,0
5021951,0,0
5021951,-1,0
5021951,-2,0
5021951,-3,X
5021951,-4,X
5021951,-5,X
5021954,0,C
5021954,-1,C
5021954,-2,C
5021954,-3,C
5021954,-4,C
5021954,-5,C
5021956,0,C
5021956,-1,C
5021956,-2,0
5021956,-3,0
5021956,-4,0
5021956,-5,0
5021960,0,0
5021960,-1,0
5021960,-2,0
5021960,-3,0
5021960,-4,0
5021960,-5,0
5021961,0,C
5021961,-1,C
5021961,-2,C
5021961,-3,C
5021961,-4,C
5021961,-5,C
5021965,0,C
5021965,-1,C
5021965,-2,C
5021965,-3,C
5021965,-4,C
5021965,-5,C
5021967,0,C
5021967,-1,C
5021967,-2,C
5021967,-3,C
5021967,-4,C
5021967,-5,C
5021970,0,C
5021970,-1,C
5021970,-2,C
5021970,-3,C
5021970,-4,C
5021970,-5,C
5021972,0,0
5021972,-1,0
5021972,-2,0
5021972,-3,0
5021972,-4,1
5021972,-5,0
5021974,0,1
5021974,-1,0
5021974,-2,0
5021974,-3,0
5021974,-4,0
5021974,-5,0
5021975,0,1
5021975,-1,0
5021975,-2,0
5021975,-3,0
5021975,-4,0
5021975,-5,0
5021978,0,0
5021978,-1,0
5021978,-2,0
5021978,-3,0
5021978,-4,0
5021978,-5,0
5021980,0,X
5021980,-1,0
5021980,-2,0
5021980,-3,0
5021980,-4,0
5021980,-5,0
5021981,0,C
5021981,-1,C
5021981,-2,C
5021981,-3,C
5021981,-4,C
5021981,-5,C
5021990,0,C
5021990,-1,C
5021990,-2,C
5021990,-3,C
5021990,-4,C
5021990,-5,C
5021996,0,C
5021996,-1,C
5021996,-2,C
5021996,-3,0
5021996,-4,0
5021996,-5,0
5021997,0,C
5021997,-1,C
5021997,-2,C
5021997,-3,0
5021997,-4,0
5021997,-5,0
5021998,0,5
5021998,-1,4
5021998,-2,3
5021998,-3,2
5021998,-4,1
5021998,-5,0
5022000,0,C
5022000,-1,C
5022000,-2,C
5022000,-3,C
5022000,-4,C
5022000,-5,0
5022001,0,C
5022001,-1,C
5022001,-2,C
5022001,-3,0
5022001,-4,0
5022001,-5,0
5022002,0,C
5022002,-1,C
5022002,-2,C
5022002,-3,C
5022002,-4,0
5022002,-5,0
5022010,0,0
5022010,-1,0
5022010,-2,0
5022010,-3,0
5022010,-4,X
5022010,-5,X
5022011,0,0
5022011,-1,0
5022011,-2,0
5022011,-3,0
5022011,-4,X
5022011,-5,X
5022012,0,C
5022012,-1,C
5022012,-2,C
5022012,-3,C
5022012,-4,C
5022012,-5,C
5022013,0,0
5022013,-1,0
5022013,-2,0
5022013,-3,0
5022013,-4,0
5022013,-5,0
5022019,0,0
5022019,-1,0
5022019,-2,0
5022019,-3,0
5022019,-4,0
5022019,-5,0
5022021,0,0
5022021,-1,0
5022021,-2,0
5022021,-3,0
5022021,-4,0
5022021,-5,0
5022022,0,0
5022022,-1,0
5022022,-2,0
5022022,-3,0
5022022,-4,0
5022022,-5,0
5022025,0,0
5022025,-1,0
5022025,-2,0
5022025,-3,0
5022025,-4,0
5022025,-5,0
5022027,0,C
5022027,-1,0
5022027,-2,0
5022027,-3,X
5022027,-4,0
5022027,-5,0
5022029,0,0
5022029,-1,0
5022029,-2,0
5022029,-3,X
5022029,-4,X
5022029,-5,X
5022030,0,0
5022030,-1,0
5022030,-2,0
5022030,-3,0
5022030,-4,0
5022030,-5,0
5022033,0,C
5022033,-1,C
5022033,-2,C
5022033,-3,C
5022033,-4,C
5022033,-5,C
5022038,0,C
5022038,-1,C
5022038,-2,C
5022038,-3,C
5022038,-4,C
5022038,-5,C
5022039,0,C
5022039,-1,C
5022039,-2,C
5022039,-3,C
5022039,-4,C
5022039,-5,C
5022040,0,0
5022040,-1,0
5022040,-2,0
5022040,-3,0
5022040,-4,0
5022040,-5,0
5022041,0,C
5022041,-1,C
5022041,-2,C
5022041,-3,C
5022041,-4,C
5022041,-5,C
5022042,0,C
5022042,-1,C
5022042,-2,C
5022042,-3,C
5022042,-4,C
5022042,-5,C
5022044,0,C
5022044,-1,C
5022044,-2,C
5022044,-3,C
5022044,-4,C
5022044,-5,C
5022046,0,C
5022046,-1,C
5022046,-2,C
5022046,-3,C
5022046,-4,C
5022046,-5,C
5022047,0,C
5022047,-1,C
5022047,-2,C
5022047,-3,C
5022047,-4,C
5022047,-5,C
5022048,0,C
5022048,-1,C
5022048,-2,C
5022048,-3,C
5022048,-4,0
5022048,-5,0
5022053,0,X
5022053,-1,X
5022053,-2,X
5022053,-3,X
5022053,-4,5
5022053,-5,5
5022056,0,C
5022056,-1,C
5022056,-2,C
5022056,-3,C
5022056,-4,C
5022056,-5,C
5022057,0,C
5022057,-1,C
5022057,-2,C
5022057,-3,C
5022057,-4,C
5022057,-5,C
5022059,0,X
5022059,-1,X
5022059,-2,X
5022059,-3,X
5022059,-4,X
5022059,-5,X
5022060,0,C
5022060,-1,C
5022060,-2,C
5022060,-3,C
5022060,-4,C
5022060,-5,C
5022066,0,0
5022066,-1,1
5022066,-2,0
5022066,-3,0
5022066,-4,0
5022066,-5,0
5022071,0,C
5022071,-1,C
5022071,-2,C
5022071,-3,C
5022071,-4,C
5022071,-5,C
5022072,0,X
5022072,-1,X
5022072,-2,X
5022072,-3,X
5022072,-4,X
5022072,-5,X
5022073,0,0
5022073,-1,0
5022073,-2,0
5022073,-3,0
5022073,-4,0
5022073,-5,0
5022074,0,X
5022074,-1,X
5022074,-2,X
5022074,-3,X
5022074,-4,X
5022074,-5,X
5022075,0,X
5022075,-1,X
5022075,-2,X
5022075,-3,X
5022075,-4,X
5022075,-5,X
5022079,0,C
5022079,-1,C
5022079,-2,C
5022079,-3,C
5022079,-4,C
5022079,-5,C
5022081,0,C
5022081,-1,C
5022081,-2,C
5022081,-3,C
5022081,-4,0
5022081,-5,0
5022082,0,0
5022082,-1,0
5022082,-2,0
5022082,-3,0
5022082,-4,0
5022082,-5,0
5022083,0,X
5022083,-1,X
5022083,-2,X
5022083,-3,X
5022083,-4,X
5022083,-5,X
5022086,0,X
5022086,-1,X
5022086,-2,X
5022086,-3,X
5022086,-4,X
5022086,-5,X
5022087,0,C
5022087,-1,C
5022087,-2,C
5022087,-3,C
5022087,-4,C
5022087,-5,C
5022089,0,C
5022089,-1,C
5022089,-2,C
5022089,-3,C
5022089,-4,C
5022089,-5,C
5022092,0,X
5022092,-1,X
5022092,-2,X
5022092,-3,X
5022092,-4,X
5022092,-5,X
5022093,0,C
5022093,-1,C
5022093,-2,C
5022093,-3,C
5022093,-4,C
5022093,-5,C
5022097,0,X
5022097,-1,X
5022097,-2,X
5022097,-3,X
5022097,-4,X
5022097,-5,X
5022098,0,C
5022098,-1,C
5022098,-2,C
5022098,-3,C
5022098,-4,C
5022098,-5,C
5022099,0,C
5022099,-1,C
5022099,-2,C
5022099,-3,C
5022099,-4,C
5022099,-5,C
5022100,0,C
5022100,-1,C
5022100,-2,C
5022100,-3,C
5022100,-4,C
5022100,-5,C
5022101,0,C
5022101,-1,C
5022101,-2,C
5022101,-3,C
5022101,-4,C
5022101,-5,C
5022102,0,C
5022102,-1,C
5022102,-2,C
5022102,-3,C
5022102,-4,C
5022102,-5,C
5022103,0,C
5022103,-1,C
5022103,-2,C
5022103,-3,C
5022103,-4,C
5022103,-5,C
5022105,0,C
5022105,-1,C
5022105,-2,C
5022105,-3,C
5022105,-4,C
5022105,-5,C
5022108,0,0
5022108,-1,0
5022108,-2,0
5022108,-3,0
5022108,-4,0
5022108,-5,0
5022109,0,C
5022109,-1,C
5022109,-2,C
5022109,-3,C
5022109,-4,C
5022109,-5,C
5022111,0,0
5022111,-1,0
5022111,-2,0
5022111,-3,0
5022111,-4,0
5022111,-5,0
5022114,0,X
5022114,-1,X
5022114,-2,X
5022114,-3,X
5022114,-4,X
5022114,-5,X
5022115,0,X
5022115,-1,X
5022115,-2,X
5022115,-3,X
5022115,-4,X
5022115,-5,X
5022117,0,X
5022117,-1,X
5022117,-2,X
5022117,-3,X
5022117,-4,X
5022117,-5,X
5022118,0,C
5022118,-1,C
5022118,-2,C
5022118,-3,C
5022118,-4,0
5022118,-5,0
5022119,0,0
5022119,-1,0
5022119,-2,0
5022119,-3,0
5022119,-4,0
5022119,-5,0
5022120,0,C
5022120,-1,C
5022120,-2,C
5022120,-3,C
5022120,-4,0
5022120,-5,0
5022125,0,X
5022125,-1,X
5022125,-2,X
5022125,-3,X
5022125,-4,X
5022125,-5,X
5022126,0,C
5022126,-1,C
5022126,-2,C
5022126,-3,C
5022126,-4,C
5022126,-5,C
5022127,0,C
5022127,-1,C
5022127,-2,C
5022127,-3,C
5022127,-4,C
5022127,-5,C
5022128,0,C
5022128,-1,C
5022128,-2,C
5022128,-3,C
5022128,-4,C
5022128,-5,C
5022131,0,C
5022131,-1,C
5022131,-2,C
5022131,-3,C
5022131,-4,C
5022131,-5,C
5022133,0,0
5022133,-1,0
5022133,-2,0
5022133,-3,0
5022133,-4,0
5022133,-5,0
5022134,0,0
5022134,-1,0
5022134,-2,0
5022134,-3,0
5022134,-4,0
5022134,-5,X
5022138,0,C
5022138,-1,C
5022138,-2,C
5022138,-3,C
5022138,-4,C
5022138,-5,C
5022140,0,C
5022140,-1,C
5022140,-2,C
5022140,-3,C
5022140,-4,C
5022140,-5,C
5022141,0,C
5022141,-1,C
5022141,-2,C
5022141,-3,C
5022141,-4,C
5022141,-5,C
5022142,0,C
5022142,-1,C
5022142,-2,C
5022142,-3,C
5022142,-4,C
5022142,-5,C
5022144,0,C
5022144,-1,C
5022144,-2,C
5022144,-3,C
5022144,-4,0
5022144,-5,0
5022148,0,C
5022148,-1,C
5022148,-2,C
5022148,-3,C
5022148,-4,C
5022148,-5,C
5022149,0,C
5022149,-1,C
5022149,-2,C
5022149,-3,C
5022149,-4,C
5022149,-5,C
5022152,0,C
5022152,-1,C
5022152,-2,C
5022152,-3,0
5022152,-4,0
5022152,-5,0
5022153,0,C
5022153,-1,C
5022153,-2,C
5022153,-3,C
5022153,-4,0
5022153,-5,0
5022154,0,C
5022154,-1,C
5022154,-2,C
5022154,-3,0
5022154,-4,0
5022154,-5,0
5022155,0,C
5022155,-1,C
5022155,-2,C
5022155,-3,C
5022155,-4,C
5022155,-5,C
5022157,0,C
5022157,-1,C
5022157,-2,C
5022157,-3,C
5022157,-4,0
5022157,-5,0
5022161,0,X
5022161,-1,0
5022161,-2,0
5022161,-3,0
5022161,-4,0
5022161,-5,X
5022164,0,C
5022164,-1,C
5022164,-2,C
5022164,-3,C
5022164,-4,C
5022164,-5,C
5022168,0,C
5022168,-1,C
5022168,-2,C
5022168,-3,C
5022168,-4,C
5022168,-5,C
5022172,0,C
5022172,-1,C
5022172,-2,C
5022172,-3,C
5022172,-4,C
5022172,-5,C
5022174,0,C
5022174,-1,C
5022174,-2,C
5022174,-3,C
5022174,-4,C
5022174,-5,C
5022175,0,C
5022175,-1,C
5022175,-2,C
5022175,-3,C
5022175,-4,C
5022175,-5,C
5022177,0,0
5022177,-1,0
5022177,-2,0
5022177,-3,0
5022177,-4,0
5022177,-5,0
5022180,0,0
5022180,-1,0
5022180,-2,0
5022180,-3,0
5022180,-4,0
5022180,-5,0
5022181,0,0
5022181,-1,0
5022181,-2,0
5022181,-3,0
5022181,-4,0
5022181,-5,0
5022182,0,X
5022182,-1,X
5022182,-2,X
5022182,-3,X
5022182,-4,X
5022182,-5,X
5022183,0,C
5022183,-1,C
5022183,-2,0
5022183,-3,0
5022183,-4,0
5022183,-5,0
5022186,0,C
5022186,-1,C
5022186,-2,C
5022186,-3,C
5022186,-4,C
5022186,-5,C
5022193,0,C
5022193,-1,C
5022193,-2,C
5022193,-3,C
5022193,-4,C
5022193,-5,C
5022195,0,X
5022195,-1,X
5022195,-2,X
5022195,-3,X
5022195,-4,X
5022195,-5,X
5022196,0,0
5022196,-1,0
5022196,-2,0
5022196,-3,0
5022196,-4,0
5022196,-5,X
